tweet_id,retweet_count,favorite_count,user_count
822975315408461824,3257,16663,9099509
822872901745569793,40724,126051,9099509
822859134160621569,2147,12677,9099509
822647212903690241,6048,0,9099509
822610361945911296,2781,14217,9099509
822489057087389700,6048,17406,9099509
822462944365645825,13434,26711,9099509
822244816520155136,9369,33609,9099509
822163064745328640,4477,0,9099509
821886076407029760,2180,10850,9099509
821813639212650496,3178,0,9099509
821765923262631936,1582,8045,9099509
821522889702862852,1654,7704,9099509
821421320206483457,5239,0,9099509
821407182352777218,4069,11257,9099509
821153421864615936,9,237,9099509
821149554670182400,1851,8251,9099509
821107785811234820,2007,9226,9099509
821044531881721856,2161,12158,9099509
820837357901512704,6357,0,9099509
820749716845686786,9376,30328,9099509
820690176645140481,3056,11751,9099509
820494788566847489,533,0,9099509
820446719150292993,2437,0,9099509
820314633777061888,533,3220,9099509
820078625395449857,5911,18966,9099509
820013781606658049,1103,0,9099509
819952236453363712,1103,5113,9099509
819924195358416896,4623,12447,9099509
819711362133872643,2933,12819,9099509
819588359383371776,1899,9302,9099509
819347104292290561,1134,6956,9099509
819238181065359361,389,2172,9099509
819227688460238848,6357,22137,9099509
819015337530290176,35165,0,9099509
819015331746349057,18085,0,9099509
819006400881917954,18085,43646,9099509
819004803107983360,35165,83908,9099509
818646164899774465,19833,0,9099509
818627210458333184,7182,21561,9099509
818614493328580609,2391,9462,9099509
818588835076603904,5792,0,9099509
818536468981415936,2318,10426,9099509
818307523543449600,7610,0,9099509
818259473185828864,2128,10579,9099509
818145370475810820,2417,11793,9099509
817908911860748288,756,4673,9099509
817827839487737858,25601,49382,9099509
817777686764523521,2555,10387,9099509
817536400337801217,2775,11307,9099509
817502432452313088,3207,0,9099509
817423860136083457,13850,32398,9099509
817415592588222464,903,5382,9099573
817181837579653120,8020,0,9099509
817171292965273600,1914,8435,9099509
817120970343411712,2463,11729,9099509
817056546584727552,1554,8273,9099509
816829038950027264,4466,0,9099509
816816676327063552,1923,9635,9099508
816697700272001025,2083,9406,9099508
816450570814898180,7610,29168,9099508
816336735214911488,1839,8295,9099508
816091915477250048,2019,8617,9099508
816062466425819140,961,0,9099508
816014286006976512,4970,0,9099509
815990720817401858,961,4764,9099509
815966073409433600,8020,21514,9099509
815745968457060357,3935,0,9099509
815736392542261248,2155,9475,9099509
815639385530101762,1571,7930,9099509
815390420867969024,3633,9966,9099509
814986499976527872,1206,7369,9099509
814638523311648768,2565,10871,9099509
814578408554463233,5554,0,9099509
814530161257443328,1757,8329,9099509
814153002265309185,8234,27708,9099509
813944609378369540,3023,0,9099509
813910438903693312,1765,8979,9099509
813812741911748608,13274,35117,9099509
813800681631023104,1675,8021,9099509
813217897535406080,6955,17941,9099509
813202720496779264,1735,8919,9099509
813187593374461952,4131,19169,9099133
813172488309972993,1840,8949,9099509
813157409116065792,2096,7485,9099509
813142292504645637,2282,8213,9099509
813130366689148928,426,4336,9099509
813127251579564032,2961,11396,9099509
813112105746448384,2604,9949,9099509
813096984823349248,3454,10189,9099509
813081950185472002,2649,9575,9099509
813066809284972545,1864,7671,9099509
813051746834595840,6992,20241,9099509
812781120811126785,1811,7266,9099509
812709060537683968,1374,6392,9099509
812503143955202048,1169,5857,9099509
812466873996607488,1828,7694,9099509
812372279581671427,3493,13152,9099509
811985624773361665,1336,7026,9099509
811744202451197953,1514,7285,9099509
811647686436880384,702,5409,9099509
811627233043480576,2918,12283,9099509
811386762094317568,6087,20175,9099509
810984652412424192,1360,5137,9099509
810896069567610880,1671,8689,9099509
810657578271330305,2517,10588,9099509
810284430598270976,10694,33916,9099509
810254108431155201,3222,14192,9099509
809920764300447744,3756,15036,9099509
809808892968534016,4671,0,9099509
809448704142938112,1396,6727,9099509
809220051211603969,5341,19210,9099509
809084759137812480,3369,12770,9099509
808838249661788160,2912,9808,9099509
808733504066486276,2061,7634,9099509
808501579447930884,2488,10957,9099509
808344865868283904,19833,40896,9099133
808134635716833280,5619,0,9099509
808106460588765185,2103,8528,9099509
808001312164028416,3368,12078,9099509
807621403335917568,3454,14103,9099509
807106840509214720,52676,113613,9099509
807059379405148160,6997,0,9099509
807010152071229440,3700,12697,9099509
806629075125202948,32979,71796,9099509
806620845233815552,5246,0,9099573
806576416489959424,1864,4735,9099509
806542213899489280,2257,9876,9099509
806242860592926720,11087,0,9099509
806219024703037440,1152,6250,9099509
805958939288408065,5114,0,9099509
805932879469572096,1838,8037,9099509
805826884734976000,1743,6354,9099509
805823200554876929,7623,0,9099509
805520635690676224,1583,5566,9099509
805487436403003392,2422,8506,9099509
805207613751304193,1652,7596,9099509
804738756058218496,3659,13213,9099509
804475857670639616,1927,5932,9099509
804413760345620481,3074,0,9099509
804026241225523202,15339,42787,9099509
803773340896923648,2618,9715,9099509
803692223237865472,7083,0,9099509
803638050916102144,3963,10573,9099509
803380650405482500,1795,7516,9099509
803321560782307329,5054,0,9099509
803276597545603072,2337,9699,9099509
802952499103731712,1912,8736,9099509
802624713319034886,2777,0,9099509
802600418706604034,1401,6879,9099509
802572683846291456,2411,8676,9099509
802323869084381190,5594,15622,9099509
802265048156610565,1318,6719,9099509
802239329049477120,2511,8803,9099509
802185808107208704,262,0,9099509
801958328846974976,1622,7486,9099509
801854953262350336,224,1748,9099509
801538201127157760,1993,7959,9099509
801285448605831168,786,5846,9099509
801167903437357056,5619,23570,9099509
801127390143516673,3779,0,9099509
801115127852503040,2009,7807,9099509
800859414831898624,92,656,9099509
800855607700029440,1535,0,9099509
800751577355128832,2677,10258,9099509
800513324630806528,2873,12735,9099509
800459316964663297,2092,9199,9099509
800443802682937345,4113,0,9099509
800388270626521089,2668,10786,9099509
800188575492947969,3774,0,9099509
800141422401830912,2437,14759,9099509
800018252395122689,12549,27331,9099509
799774291445383169,4453,0,9099509
799757965289017345,2045,8104,9099509
799422933579902976,1830,7798,9099509
799308762079035393,5187,0,9099573
799297110730567681,2618,9547,9099509
799063482566066176,2383,7815,9099509
798933969379225600,4253,12631,9099509
798925684722855936,1385,7287,9099509
798705661114773508,6341,0,9099509
798701998996647937,7396,0,9099509
798697898615730177,6208,0,9099509
798694562394996736,4741,0,9099509
798686750113755136,2223,0,9099509
798682547630837760,4525,0,9099509
798673117451325440,5324,0,9099509
798665375516884993,3739,0,9099509
798644042770751489,1772,0,9099509
798628517273620480,1893,0,9099509
798585098161549313,5390,0,9099509
798576900688019456,5605,0,9099509
798340744599797760,3195,0,9099509
798209839306514432,2462,10097,9099509
797971864723324932,2960,11167,9099509
797545162159308800,4686,14086,9099509
797236660651966464,6276,19259,9099509
797165961484890113,25,215,9099509
796904159865868288,8532,0,9099509
796865951799083009,1862,7437,9099509
796759840936919040,2903,11403,9099509
796563435802726400,6895,0,9099509
796484825502875648,1679,7305,9099509
796387464403357696,3972,10638,9099509
796177847564038144,13633,0,9099509
796149749086875649,13633,31063,9099509
796125600683540480,1719,4818,9099509
796116448414461957,2294,8792,9099509
796080075804475393,2209,8161,9099509
796031486298386433,3570,10460,9099509
795464331001561088,22403,47638,9099509
795400264262053889,2738,9674,9099509
795076730285391872,5194,15633,9099509
794983741416415232,3215,0,9099509
794926597468000259,2199,9875,9099509
794355576146903043,9837,0,9099509
794332329137291264,2577,9300,9099509
794205286408003585,3171,8924,9099509
793962221541933056,4671,16209,9099509
793845145112371200,1781,8936,9099509
793614319594401792,2993,0,9099509
793601777308463104,1545,7706,9099509
793500921481273345,2273,10307,9099509
793286476301799424,8746,23730,9099509
793271401113350145,2299,8413,9099509
793256262322548741,7962,19280,9099509
793241302385262592,3144,10144,9099509
793226087023144960,2763,9458,9099509
793210959003287553,2659,8613,9099509
793195938047070209,5371,14681,9099509
793180763617361921,1912,6676,9099509
793165685325201412,2670,9048,9099510
793150605191548928,1625,5951,9099510
793135492858580992,2402,6202,9099510
793120401413079041,3743,12222,9099510
792913359805018113,3779,13820,9099510
792883833364439040,4078,10914,9099510
792773781206999040,1613,7124,9099510
792394556390137856,4090,12942,9099510
792050063153438720,1700,6895,9099510
791821351946420224,20125,0,9099510
791784077045166082,9084,0,9099510
791780927877898241,3644,0,9099510
791774931465953280,21166,43400,9099510
791672322847637504,2993,11355,9099510
791406955684368384,3935,12696,9099510
791312159183634433,2417,8467,9099510
791026214425268224,3889,0,9099510
790987426131050500,2035,9481,9099510
790946055508652032,4466,16135,9099510
790723298204217344,2198,0,9099510
790698755171364864,1839,7944,9099510
790581949425475584,6784,19912,9099510
790337589677002753,1804,7575,9099510
790277117346975746,3023,12132,9099510
790227638568808452,3384,0,9099510
789986466051088384,2198,8957,9099510
789960241177853952,3914,0,9099510
789903600034189313,3948,9957,9099510
789628658055020548,1682,7227,9099510
789599242079838210,1832,6494,9099510
789530877013393408,3215,11309,9099510
789314372632018944,2178,8333,9099510
789280767834746880,4674,0,9099510
789268448748703744,2492,8807,9099510
789137962068021249,2661,9391,9099510
788908386943430656,11905,26478,9099510
788765914992902144,9837,26365,9099510
788552643979468800,6797,0,9099510
788412144018661376,5025,14979,9099510
788178268662984705,2009,7004,9099510
788150585577050112,1218,5893,9099509
788070120937619456,3267,0,9099509
788039637453406209,1254,5900,9099509
787810552592695296,2896,8298,9099509
787717603741622272,2638,9880,9099509
787397959788929025,2722,10510,9099509
787322443945877504,1652,7517,9099509
787111942498508800,6422,0,9099509
786963064373534720,7594,25712,9099509
786729988674449408,2315,0,9099509
786709082849828864,5837,17636,9099509
786664955043049472,2415,10206,9099509
786595970293370880,2993,9149,9099573
786363235746385920,3298,10462,9099509
786286427768250368,2695,7672,9099509
786233965241827333,4477,14668,9099509
786051337297522688,152,1378,9099509
786036967502913536,6631,0,9099509
785927819176054784,3051,10995,9099509
785872687017132033,1704,6455,9099509
785639753186217984,2136,7592,9099509
785533386513321988,1878,8739,9099509
785515384317313025,1195,5900,9099509
785264754247995392,1547,6991,9099509
785170936622350336,4582,11570,9099509
784826020293709826,3074,9731,9099509
784517518371221505,2401,8629,9099509
784431430411685888,1209,5525,9099509
784183165795655680,7623,19280,9099509
784057939640352768,10547,28600,9099509
783839966405230592,10256,28828,9099509
783821107061198850,1863,7097,9099509
783695101801398276,3054,10056,9099509
783466772167098368,2123,8118,9099509
783391753726550016,5188,16247,9099509
783347506784731136,5258,0,9099509
783334639985389568,11087,27962,9099509
783085703974514689,2064,7850,9099509
782969140009107456,6997,23229,9099509
782747134529531904,1341,7196,9099509
782722598790725632,5114,16581,9099509
782598640137187329,1789,7517,9099509
782305867769217024,5239,15973,9099509
782021823840026624,5857,0,9099509
781955203444699136,3190,10730,9099509
781661882474196992,2576,10047,9099509
781655249211752448,1076,3848,9099509
781524693396357120,5244,19951,9099509
781308096455073793,2429,6861,9099509
781251288990355457,1972,8070,9099509
781163403222056960,2622,9446,9099509
780931614150983680,6895,20804,9099509
780858289093574656,1905,6919,9099509
780800785462489090,1227,5270,9099509
780601303617732608,3178,11625,9099509
780543529827336192,1660,6045,9099509
780496263422808064,3485,0,9099509
780476555013349377,106,0,9099509
780459368902959104,1016,5087,9099509
780192070812196864,2128,8354,9099509
780092040432480260,2177,0,9099509
780074436359819264,4677,11606,9099509
779834332596887552,6631,18055,9099509
779377524342161408,2948,8402,9099509
779124354206535695,17280,0,9099509
779056095788752897,4288,14158,9099509
778990705243029504,6773,19078,9099509
778774459159379968,9336,0,9099509
778764940568104960,345,830,9099509
778748913645780993,1231,6581,9099509
778650543019483137,1414,5510,9099509
778624900596654080,959,4414,9099110
778408200802557953,4084,13072,9099509
778396591732486144,11541,0,9099509
778383385161035776,1038,5599,9099509
778286810187399168,3125,9922,9099509
778039087836069888,2506,8118,9099509
778027034220126208,1513,6301,9099509
777953400541634568,3328,0,9099509
777885040357281792,1544,6096,9099509
777684233540206592,2777,10781,9099509
777641927919427584,3988,0,9099509
777621514455814149,2375,8375,9099509
777189768882946048,4062,13572,9099509
776819012571455488,12885,0,9099509
776813020089548800,1139,4677,9099110
776477788987613185,2612,8404,9099509
776249906839351296,8618,0,9099509
776218204058357768,14973,28553,9099509
776201521193218049,2381,9172,9099509
776113305656188928,4113,11304,9099509
776088319444877312,143,1748,9099509
775898661951791106,15823,0,9099509
775842724423557120,2508,11220,9099509
775733305207554048,3779,13307,9099509
775729183532220416,4364,12448,9099509
775364825476165632,2786,7069,9099509
775350846108426240,3692,9727,9099509
775085132600442880,4453,14892,9099509
774757898236878852,1683,8270,9099509
774639387460112384,1640,6457,9099509
774314403806253056,5187,20888,9099110
773985732834758656,3649,10321,9099509
773922284943896577,1650,6140,9099509
773704687002451968,1526,6333,9099509
773670353721753600,1247,5134,9099509
773547596996571136,5792,21136,9099509
773336787167145985,4767,0,9099509
773308824254029826,7080,22375,9099509
773247561583001600,3068,9053,9099509
773191612633579521,3886,9565,9099509
772877495989305348,3653,8201,9099509
772826264096874500,2236,7695,9099509
772615324260794368,3180,0,9099509
772581559778025472,1611,6217,9099509
772193107915964416,1308,5753,9099509
772152991789019136,1072,3649,9099509
772117678702071809,695,3606,9099509
772114945936949249,447,2620,9099509
772102971039580160,884,3832,9099509
771908950375665664,1786,6278,9099509
771770456517009408,3195,11492,9099509
771500966810099713,2460,7905,9099509
771380798096281600,4767,10068,9099509
771171053431250945,7003,0,9099509
771136648247640064,2755,8750,9099509
771102124360998913,1357,5959,9099509
771014301343748096,1568,6596,9099573
770787852854652928,1130,4712,9099509
770772759874076672,1343,4954,9099509
770655142660169732,1688,7031,9099509
770414278348247044,1969,6050,9099509
770293558247038976,1376,5928,9099509
770093767776997377,2875,0,9099509
770069151037685760,2158,7259,9099509
769940425801170949,8996,29812,9099509
769695466921623552,1592,6149,9099509
769335591808995329,7269,0,9099509
769212283578875904,1625,5152,9099509
768970937022709760,6117,13611,9099509
768909767477751808,2509,0,9099509
768855141948723200,840,4003,9099509
768609597686943744,1124,3916,9099509
768596291618299904,1212,4824,9099509
768554158521745409,5478,0,9099509
768473857036525572,3222,13000,9099509
768193404517830656,3328,10385,9099509
767884188863397888,1281,4531,9099509
767754930266464257,5054,15260,9099509
767500508068192258,2188,7160,9099509
767191397493538821,3548,11739,9099509
767122157629476866,2694,9705,9099509
766793450729734144,1276,4823,9099509
766714921925144576,358,2500,9099509
766693177336135680,747,3843,9099509
766423258543644672,1478,5728,9099509
766313316352462849,1769,6456,9099509
766078092750233600,2468,0,9099509
766069199026450432,796,4020,9099509
766008592277377025,469,3601,9099509
765719909049503744,2033,6916,9099509
765669560888528897,1156,4938,9099509
765395769549590528,3186,25550,9099509
765371061932261376,2049,6776,9099509
765222098633691136,3180,11087,9099509
764857477905154048,1673,6174,9099509
764259802650378240,1420,5738,9099509
